id,description,source_name,nb_emojis,emojis_list,nb_alert_emojis,ratio_emojis,description_clean,langue,nb_mots,sentiment_stars,sentiment_score,sentiment_signal,zeroshot_label,zeroshot_score,zeroshot_signal,rules_signal,rules_details,rules_count
29,"Descriptionnous vous proposons une ferme idéale d'une superficie de 30 hectares sur la route goudronnée, à 52 km environ 40 minutes de la capitale, tunis .terrain fertile, excellente nappe phréatique, ensemble de bâtiments, électricité et eau potable. cette ferme est située dans un environnement naturel magnifique et sécuritaire. possibilité de creuser un puits profond. documents juridiques. prix ​​à l'hectare : 32 000 dinars. prix ​​total : 960 000, négociable.visite sur rdv a l'avancepour profiter cette offre et pour plus d'information :contactez: mr harabi alitel: 22516198whatsapp 216 55357150rue habib bourguiba birmchergua 1141première visite 30 dt et le reste des visites sont gratuites ,beaucoup d' autres offres sont disponibles :des terrains agricoles , industriels , des terrains de lotissement ,de loisir et des villas",affare,0,,0,0.0,"Descriptionnous vous proposons une ferme idéale d'une superficie de 30 hectares sur la route goudronnée, à 52 km environ 40 minutes de la capitale, tunis .terrain fertile, excellente nappe phréatique, ensemble de bâtiments, électricité et eau potable. cette ferme est située dans un environnement naturel magnifique et sécuritaire. possibilité de creuser un puits profond. documents juridiques. prix à l'hectare : 32 000 dinars. prix total : 960 000, négociable.visite sur rdv a l'avancepour profiter cette offre et pour plus d'information :contactez: mr harabi alitel: 22516198whatsapp 216 55357150rue habib bourguiba birmchergua 1141première visite 30 dt et le reste des visites sont gratuites ,beaucoup d' autres offres sont disponibles :des terrains agricoles , industriels , des terrains de lotissement ,de loisir et des villas",fr,122,5,0.512,0.026,vague,0.349,0.157,0.0,aucun,0
31,"Descriptionnous offrons à nos précieux clients 8 hectares nu de terrain plat et excellente nappe phréatique, à 350 mètres de la route goudronnée, à 47 km de tunis, la capitale. terrain adapté à tous types d'agriculture. certificat de propriété individuelle. prix : 320 000 dinars.page officielle et tiktok -youtube : immobilier harabi pro businessvisite sur rdv a l'avancepour profiter cette offre et pour plus d'information :contactez: mr harabi alitel: 22516198whatsapp 216 55357150rue habib bourguiba birmchergua 1141première visite 30 dt et le reste des visites sont gratuites ,beaucoup d' autres offres sont disponibles :des terrains agricoles , industriels , des terrains de lotissement ,de loisir et des villas#fyp #foryoupage #immobili#harabi#pro #business#immobiliere",affare,0,,0,0.0,"Descriptionnous offrons à nos précieux clients 8 hectares nu de terrain plat et excellente nappe phréatique, à 350 mètres de la route goudronnée, à 47 km de tunis, la capitale. terrain adapté à tous types d'agriculture. certificat de propriété individuelle. prix : 320 000 dinars.page officielle et tiktok -youtube : immobilier harabi pro businessvisite sur rdv a l'avancepour profiter cette offre et pour plus d'information :contactez: mr harabi alitel: 22516198whatsapp 216 55357150rue habib bourguiba birmchergua 1141première visite 30 dt et le reste des visites sont gratuites ,beaucoup d' autres offres sont disponibles :des terrains agricoles , industriels , des terrains de lotissement ,de loisir et des villas fyp foryoupage immobili harabi pro business immobiliere",fr,114,5,0.415,0.021,fiable,0.569,0.028,0.0,aucun,0
33,"DescriptionÀ VENDRE | Villa d' exception  - BizerteComposition* Salon lumineux et accueillant à l'entrée.* Vaste séjour baigné de lumière naturelle.* Salle à manger spacieuse.* Cuisine richement équipée.* Salle d'eau pour les invités.* Une belle terrasse donnant directement sur le jardin.Espace NuitLe premier étage, d'une surface de 146 m², est dédié à l'espace nuit :* Trois chambres à coucher, dont une suite parentale avec salle de bain privée.* Deux chambres dotées d'un vaste balcon offrant une vue imprenable sur la mer.* Une salle de bain commune.Équipements et CommoditésCette villa est équipée pour un confort optimal et une sécurité renforcée :* Abri pour au moins trois voitures.* Climatisation split dans toutes les pièces.* Système de caméras de surveillance.* Installation de panneaux photovoltaïques pour une énergie durable.Le terrain dispose également d'un sondage de 50 m² (eau douce abandonnée).https://www.collectionimmo.tn/.../117625-villa-d...Merci de nous contacter :Téléphone / Whatsapp : +216 55 659 900Email : contact@collectionimmo.tn",affare,0,,0,0.0,"DescriptionÀ VENDRE Villa d' exception - BizerteComposition Salon lumineux et accueillant à l'entrée. Vaste séjour baigné de lumière naturelle. Salle à manger spacieuse. Cuisine richement équipée. Salle d'eau pour les invités. Une belle terrasse donnant directement sur le jardin.Espace NuitLe premier étage, d'une surface de 146 m², est dédié à l'espace nuit : Trois chambres à coucher, dont une suite parentale avec salle de bain privée. Deux chambres dotées d'un vaste balcon offrant une vue imprenable sur la mer. Une salle de bain commune.Équipements et CommoditésCette villa est équipée pour un confort optimal et une sécurité renforcée : Abri pour au moins trois voitures. Climatisation split dans toutes les pièces. Système de caméras de surveillance. Installation de panneaux photovoltaïques pour une énergie durable.Le terrain dispose également d'un sondage de 50 m² (eau douce abandonnée).https://www.collectionimmo.tn/.../117625-villa-d...Merci de nous contacter :Téléphone / Whatsapp : 216 55 659 900Email : contact collectionimmo.tn",fr,148,5,0.458,0.023,vague,0.336,0.151,0.32,absence_prix_bien_cher,1
34,"Description📍 RIADH EL ANDALOUS – APPARTEMENTS S+3 À VENDREL'agence MON_RÈSEAU IMMOBILIER vous propose 3 appartements S+3 haut standing dans une résidence R+3 gardée et sécurisée, proche de toutes commodités.Disponibilités :A1 : 120,796 m²A4 : 119,915 m²Caractéristiques communes :Suite parentale avec salle de douche et dressingPlace de parking au sous-sol incluseChauffage central et climatisationBalcon, cuisine équipée avec séchoir🚨 Direct promoteur📅 Remise des clés : Décembre 2025💰 Prix de vente : 390 000 DT HTVA📞 Contactez notre conseillère en immobilier :Téléphone : +216 53 728 138WhatsApp : +216 53 728 138E-mail : monreseau.immo@outlook.com",affare,5,📍 🚨 📅 💰 📞,2,0.0549,"Description RIADH EL ANDALOUS APPARTEMENTS S 3 À VENDREL'agence MON_RÈSEAU IMMOBILIER vous propose 3 appartements S 3 haut standing dans une résidence R 3 gardée et sécurisée, proche de toutes commodités.Disponibilités :A1 : 120,796 m²A4 : 119,915 m²Caractéristiques communes :Suite parentale avec salle de douche et dressingPlace de parking au sous-sol incluseChauffage central et climatisationBalcon, cuisine équipée avec séchoir Direct promoteur Remise des clés : Décembre 2025 Prix de vente : 390 000 DT HTVA Contactez notre conseillère en immobilier :Téléphone : 216 53 728 138WhatsApp : 216 53 728 138E-mail : monreseau.immo outlook.com",fr,94,4,0.302,0.06,pressante,0.347,0.243,0.63,emojis_excessifs|emojis_alerte,2
35,"DescriptionMahjoub met à la venteun terrain à vendre dans un quartier calme, Au bord de la mer de Bizerte, à EL Ksiba , dans le gouvernorat de Bizerte.Proche de toutes commodités, idéal pour la construction d'une maison.Superficie : 254 m²Documents fournis : titre foncier collectifPrix de vente : +216 977 64800Pour plus d'informations, contactez-nous au +216 977 64800Pour une visite, veuillez prendre rendez-vous.Frais de visite : 30 dinarsBienvenue, merci.",affare,0,,0,0.0,"DescriptionMahjoub met à la venteun terrain à vendre dans un quartier calme, Au bord de la mer de Bizerte, à EL Ksiba , dans le gouvernorat de Bizerte.Proche de toutes commodités, idéal pour la construction d'une maison.Superficie : 254 m²Documents fournis : titre foncier collectifPrix de vente : 216 977 64800Pour plus d'informations, contactez-nous au 216 977 64800Pour une visite, veuillez prendre rendez-vous.Frais de visite : 30 dinarsBienvenue, merci.",fr,69,4,0.266,0.053,pressante,0.309,0.216,0.68,frais_visite,1
36,DescriptionÀ Louer | un luxieux Etage de Villa S+2 Front Mer à  BizerteCollection IMMO vous propose pour la location un Etage S+2  situé au  1er Etage  d'une belle demeure  sécurisée à Bizerte.Composition:Un vaste salon lumineux avec une superbe terrasse vue directe sur MerUne cuisine équipée2 chambres à coucher dont une suite parentale avec dressing et terrasseUne salle de bain communeUn Abri de voitureCaractéristiques :Agencement idéaleChauffage centralehttps://www.collectionimmo.tn/.../118642-etage-de-villa...Pour avoir plus d'informationscontactez-nous :Téléphone/Whatsapp : +216 55 659 900E-mail : contact@collectionimmo.tn,affare,0,,0,0.0,DescriptionÀ Louer un luxieux Etage de Villa S 2 Front Mer à BizerteCollection IMMO vous propose pour la location un Etage S 2 situé au 1er Etage d'une belle demeure sécurisée à Bizerte.Composition:Un vaste salon lumineux avec une superbe terrasse vue directe sur MerUne cuisine équipée2 chambres à coucher dont une suite parentale avec dressing et terrasseUne salle de bain communeUn Abri de voitureCaractéristiques :Agencement idéaleChauffage centralehttps://www.collectionimmo.tn/.../118642-etage-de-villa...Pour avoir plus d'informationscontactez-nous :Téléphone/Whatsapp : 216 55 659 900E-mail : contact collectionimmo.tn,fr,79,4,0.385,0.077,vague,0.395,0.178,0.32,absence_prix_bien_cher,1
37,Description📍 EL MENZAH 9 : TERRAIN À VENDREL'agence #MON_RESEAU vous propose à la vente un terrain isolé vocation R+2 de 621 m2 dans un quartier résidentiel proche de toutes commodités🚨Prix du m2 : 1530 dinars🚨Certificat de Propriété en Règle🚨Possibilité de bâti en R+2Contactez-nous dès maintenant pour plus de détails et ne manquez pas cette occasion exceptionnelle !☎️Téléphone :  +216 53 728 138WhatsApp :  + 216 53 728 138,affare,5,📍 🚨 ☎,3,0.0735,Description EL MENZAH 9 : TERRAIN À VENDREL'agence MON_RESEAU vous propose à la vente un terrain isolé vocation R 2 de 621 m2 dans un quartier résidentiel proche de toutes commodités Prix du m2 : 1530 dinars Certificat de Propriété en Règle Possibilité de bâti en R 2Contactez-nous dès maintenant pour plus de détails et ne manquez pas cette occasion exceptionnelle ! Téléphone : 216 53 728 138WhatsApp : 216 53 728 138,fr,73,4,0.238,0.048,pressante,0.368,0.257,0.63,emojis_excessifs|emojis_alerte,2
38,DescriptionGHAZELA : APPARTEMENT S+3 A VENDREL'agence #MON_RÈSEAU met la vente d'un appartement s+3 de 147 m2 au 3 eme étage avec ascenseur dans une résidence gardée et sécurisée proches de toutes commodités.Il se compose d':- Un salon avec balcon- Une cuisine équipée avec séchoir- Une salle de bain- Une salle d'eau- deux chambres à coucher avec Dressing- Suite parentale avec salle d'eau et dressing- Dressings- Un chauffage central‐ Climatisation- Deux Places de parking sous sol- Gardiennage et syndicPRIX DE VENTE : 370 MD🚨CONTRAT DE VENTEPour de plus amples informations veuillez contacter notre conseillère en immobilier :☎️Téléphone : +216 98 115 202 / + 216 53 728 138📭WhatsApp : ⁨⁨ +216 98 115 202📧E-mail : monreseau.immo@outlook.com,affare,4,🚨 ☎ 📭 📧,1,0.0348,DescriptionGHAZELA : APPARTEMENT S 3 A VENDREL'agence MON_RÈSEAU met la vente d'un appartement s 3 de 147 m2 au 3 eme étage avec ascenseur dans une résidence gardée et sécurisée proches de toutes commodités.Il se compose d':- Un salon avec balcon- Une cuisine équipée avec séchoir- Une salle de bain- Une salle d'eau- deux chambres à coucher avec Dressing- Suite parentale avec salle d'eau et dressing- Dressings- Un chauffage central Climatisation- Deux Places de parking sous sol- Gardiennage et syndicPRIX DE VENTE : 370 MD CONTRAT DE VENTEPour de plus amples informations veuillez contacter notre conseillère en immobilier : Téléphone : 216 98 115 202 / 216 53 728 138 WhatsApp : 216 98 115 202 E-mail : monreseau.immo outlook.com,fr,120,4,0.352,0.07,fiable,0.39,0.019,0.63,emojis_alerte|contacts_multiples,2
40,"Description🔹MAXULA IMMOBILIERE vous propose à la VENTE un APPARTEMENT S+2 RÉNOVÉ d'une superficie d'environ 75m², situé au 4ème et dernier étage d'un immeuble calme et bien situé à RADES SNIT (CHEMINOT).

🔹Le bien se compose de:
 ✅Un SALON lumineux.
 ✅2 CHAMBRES À COUCHER.
 ✅Une SALLE DE DOUCHE moderne.
 ✅Une CUISINE avec rangements et séchoir attenant.

🔹L'APPARTEMENT est raccordé au GAZ DE VILLE, possède un CLIMATISEUR et des STORES MANUELS.

💵Le PRIX est de 100 000 TND.

Pour plus de renseignements, n'hésitez pas à nous contacter :
✉️ info@maxulaimmobiliere.tn
☎️ +21628808309.",affare,10,🔹 ✅ 💵 ✉ ☎,1,0.1111,"Description MAXULA IMMOBILIERE vous propose à la VENTE un APPARTEMENT S 2 RÉNOVÉ d'une superficie d'environ 75m², situé au 4ème et dernier étage d'un immeuble calme et bien situé à RADES SNIT (CHEMINOT). Le bien se compose de: Un SALON lumineux. 2 CHAMBRES À COUCHER. Une SALLE DE DOUCHE moderne. Une CUISINE avec rangements et séchoir attenant. L'APPARTEMENT est raccordé au GAZ DE VILLE, possède un CLIMATISEUR et des STORES MANUELS. Le PRIX est de 100 000 TND. Pour plus de renseignements, n'hésitez pas à nous contacter : info maxulaimmobiliere.tn 21628808309.",fr,91,5,0.475,0.024,fiable,0.347,0.017,0.63,emojis_excessifs|emojis_alerte,2
41,DescriptionA louer un luxueux S+1 Jamais habité à Menzah 9c dans une résidence sécurisée et gardéeEmplacement : Menzah 9cTypologie : S+1Composition :salon avec balconChambre à coucher avec dressingSalle de bain (Cabine de douche)cuisine équipée1 Place ParkingChauffage centraleClimatiseursPrix 1100dt y compris frais de syndicPlus de détails et d'informationsveuillez nous contacter24 657 657,affare,0,,0,0.0,DescriptionA louer un luxueux S 1 Jamais habité à Menzah 9c dans une résidence sécurisée et gardéeEmplacement : Menzah 9cTypologie : S 1Composition :salon avec balconChambre à coucher avec dressingSalle de bain (Cabine de douche)cuisine équipée1 Place ParkingChauffage centraleClimatiseursPrix 1100dt y compris frais de syndicPlus de détails et d'informationsveuillez nous contacter24 657 657,fr,53,1,0.276,0.248,pressante,0.372,0.26,0.0,aucun,0
42,"DescriptionÀ vendre chez Green Immobilier une demeure bien située à Hammamet zone sidi hamedElle s'étend sur un terrain de 650 m² avec une superficie habitable de 400 m².elle offre:-un salon salle a manger-une cuisine bien aménagée-quatre suites composée, une chambre, une salle de bain, dressing- jardin-Terrasse-piscine-place de parkingLa villa est équipée par un chauffage central et un system de climatisationWhatsApp: 21698100513Prix demandé : 1200.000 MDTvotre satisfaction est notre priorité",affare,0,,0,0.0,"DescriptionÀ vendre chez Green Immobilier une demeure bien située à Hammamet zone sidi hamedElle s'étend sur un terrain de 650 m² avec une superficie habitable de 400 m².elle offre:-un salon salle a manger-une cuisine bien aménagée-quatre suites composée, une chambre, une salle de bain, dressing- jardin-Terrasse-piscine-place de parkingLa villa est équipée par un chauffage central et un system de climatisationWhatsApp: 21698100513Prix demandé : 1200.000 MDTvotre satisfaction est notre priorité",fr,69,5,0.374,0.019,fiable,0.301,0.015,0.32,absence_prix_bien_cher,1
