property_id,source_name,sentiment_score,sentiment_label,zero_shot_fraud_score,linguistic_score,fraud_score,risk_level,fraud_flags,tabular_model_version,mistral_explanation
mubawab_8327402,mubawab,0.6269,negative,0.3972,0.35,47.73,suspect,"['description_too_short', 'information_incomplete']",xlm_roberta_mdeberta_v1,
newkey_101421,newkey,0.0,positive,0.3108,0.2,15.88,normal,['no_images_suspicious'],xlm_roberta_mdeberta_v1,
mubawab_8327297,mubawab,0.6269,negative,0.3972,0.35,47.73,suspect,"['description_too_short', 'information_incomplete']",xlm_roberta_mdeberta_v1,
tunisieannonce_36c54e2dccdd,tunisieannonce,0.2531,negative,0.3167,0.25,27.46,suspect,['external_contact'],xlm_roberta_mdeberta_v1,
mubawab_8326245,mubawab,0.6269,negative,0.3972,0.35,47.73,suspect,"['description_too_short', 'information_incomplete']",xlm_roberta_mdeberta_v1,
mubawab_8327272,mubawab,0.6269,negative,0.3972,0.35,47.73,suspect,"['description_too_short', 'information_incomplete']",xlm_roberta_mdeberta_v1,
mubawab_8326669,mubawab,0.6269,negative,0.3972,0.35,47.73,suspect,"['description_too_short', 'information_incomplete']",xlm_roberta_mdeberta_v1,
newkey_112566,newkey,0.0,positive,0.3313,0.0,11.6,normal,[],xlm_roberta_mdeberta_v1,
newkey_112673,newkey,0.0,positive,0.2773,0.2,14.71,normal,['no_images_suspicious'],xlm_roberta_mdeberta_v1,
newkey_106974,newkey,0.0,positive,0.4073,0.2,19.26,normal,['no_images_suspicious'],xlm_roberta_mdeberta_v1,
newkey_103023,newkey,0.0,positive,0.3348,0.0,11.72,normal,[],xlm_roberta_mdeberta_v1,
newkey_104163,newkey,0.0,positive,0.3982,0.0,13.94,normal,[],xlm_roberta_mdeberta_v1,
newkey_112688,newkey,0.0,positive,0.4146,0.0,14.51,normal,[],xlm_roberta_mdeberta_v1,
tunisieannonce_44332b065e9e,tunisieannonce,0.5395,negative,0.3421,0.2,38.55,suspect,['no_images_suspicious'],xlm_roberta_mdeberta_v1,
newkey_112596,newkey,0.0,positive,0.3293,0.0,11.53,normal,[],xlm_roberta_mdeberta_v1,
tunisieannonce_3c3a09a2341b,tunisieannonce,0.0,positive,0.2945,0.2,15.31,normal,['no_images_suspicious'],xlm_roberta_mdeberta_v1,
newkey_113637,newkey,0.0,positive,0.3469,0.0,12.14,normal,[],xlm_roberta_mdeberta_v1,
newkey_113192,newkey,0.0,positive,0.3146,0.0,11.01,normal,[],xlm_roberta_mdeberta_v1,
newkey_112699,newkey,0.0,positive,0.3274,0.0,11.46,normal,[],xlm_roberta_mdeberta_v1,
newkey_112696,newkey,0.0,positive,0.2957,0.0,10.35,normal,[],xlm_roberta_mdeberta_v1,
newkey_115151,newkey,0.0,positive,0.3428,0.2,17.0,normal,['no_images_suspicious'],xlm_roberta_mdeberta_v1,
newkey_114374,newkey,0.0,positive,0.3185,0.0,11.15,normal,[],xlm_roberta_mdeberta_v1,
newkey_114284,newkey,0.0,positive,0.336,0.2,16.76,normal,['no_images_suspicious'],xlm_roberta_mdeberta_v1,
newkey_113642,newkey,0.0,positive,0.3626,0.0,12.69,normal,[],xlm_roberta_mdeberta_v1,
newkey_114164,newkey,0.0,positive,0.3227,0.45,22.54,suspect,"['external_contact', 'no_images_suspicious']",xlm_roberta_mdeberta_v1,
newkey_116282,newkey,0.0,positive,0.3506,0.0,12.27,normal,[],xlm_roberta_mdeberta_v1,
newkey_115067,newkey,0.0,positive,0.334,0.2,16.69,normal,['no_images_suspicious'],xlm_roberta_mdeberta_v1,
newkey_114754,newkey,0.0,positive,0.3272,0.2,16.45,normal,['no_images_suspicious'],xlm_roberta_mdeberta_v1,
newkey_114586,newkey,0.0,positive,0.338,0.2,16.83,normal,['no_images_suspicious'],xlm_roberta_mdeberta_v1,
newkey_116350,newkey,0.0,positive,0.3594,0.2,17.58,normal,['no_images_suspicious'],xlm_roberta_mdeberta_v1,
newkey_116449,newkey,0.0,positive,0.3605,0.0,12.62,normal,[],xlm_roberta_mdeberta_v1,
newkey_116436,newkey,0.0,positive,0.3489,0.0,12.21,normal,[],xlm_roberta_mdeberta_v1,
newkey_124851,newkey,0.0,positive,0.3108,0.0,10.88,normal,[],xlm_roberta_mdeberta_v1,
newkey_115928,newkey,0.0,positive,0.3599,0.0,12.6,normal,[],xlm_roberta_mdeberta_v1,
newkey_116356,newkey,0.0,positive,0.2664,0.0,9.32,normal,[],xlm_roberta_mdeberta_v1,
newkey_117484,newkey,0.0,positive,0.3822,0.2,18.38,normal,['no_images_suspicious'],xlm_roberta_mdeberta_v1,
newkey_118531,newkey,0.0,positive,0.381,0.0,13.33,normal,[],xlm_roberta_mdeberta_v1,
newkey_117418,newkey,0.0,positive,0.3592,0.0,12.57,normal,[],xlm_roberta_mdeberta_v1,
newkey_117970,newkey,0.0,positive,0.3734,0.2,18.07,normal,['no_images_suspicious'],xlm_roberta_mdeberta_v1,
newkey_118534,newkey,0.0,positive,0.3621,0.0,12.67,normal,[],xlm_roberta_mdeberta_v1,
newkey_119629,newkey,0.0,positive,0.3047,0.2,15.66,normal,['no_images_suspicious'],xlm_roberta_mdeberta_v1,
newkey_120186,newkey,0.0,positive,0.2817,0.0,9.86,normal,[],xlm_roberta_mdeberta_v1,
newkey_120147,newkey,0.0,positive,0.351,0.2,17.29,normal,['no_images_suspicious'],xlm_roberta_mdeberta_v1,
newkey_121980,newkey,0.0,positive,0.2849,0.0,9.97,normal,[],xlm_roberta_mdeberta_v1,
newkey_119690,newkey,0.0,positive,0.3044,0.2,15.65,normal,['no_images_suspicious'],xlm_roberta_mdeberta_v1,
newkey_119886,newkey,0.0,positive,0.3066,0.3,18.23,normal,['urgency_detected'],xlm_roberta_mdeberta_v1,
newkey_119867,newkey,0.0,positive,0.3264,0.2,16.42,normal,['no_images_suspicious'],xlm_roberta_mdeberta_v1,
newkey_120410,newkey,0.0,positive,0.2861,0.2,15.01,normal,['no_images_suspicious'],xlm_roberta_mdeberta_v1,
newkey_120480,newkey,0.0,positive,0.413,0.0,14.45,normal,[],xlm_roberta_mdeberta_v1,
newkey_120899,newkey,0.0,positive,0.3111,0.2,15.89,normal,['no_images_suspicious'],xlm_roberta_mdeberta_v1,
newkey_120349,newkey,0.0,positive,0.3542,0.0,12.4,normal,[],xlm_roberta_mdeberta_v1,
newkey_121127,newkey,0.0,positive,0.3108,0.0,10.88,normal,[],xlm_roberta_mdeberta_v1,
newkey_120230,newkey,0.0,positive,0.4025,0.0,14.09,normal,[],xlm_roberta_mdeberta_v1,
newkey_121130,newkey,0.0,positive,0.3377,0.0,11.82,normal,[],xlm_roberta_mdeberta_v1,
newkey_121561,newkey,0.0,positive,0.429,0.2,20.02,normal,['no_images_suspicious'],xlm_roberta_mdeberta_v1,
newkey_121821,newkey,0.0,positive,0.3407,0.2,16.92,normal,['no_images_suspicious'],xlm_roberta_mdeberta_v1,
newkey_121527,newkey,0.0,positive,0.3269,0.0,11.44,normal,[],xlm_roberta_mdeberta_v1,
newkey_121656,newkey,0.0,positive,0.3285,0.0,11.5,normal,[],xlm_roberta_mdeberta_v1,
newkey_122018,newkey,0.0,positive,0.3999,0.2,19.0,normal,['no_images_suspicious'],xlm_roberta_mdeberta_v1,
newkey_122229,newkey,0.0,positive,0.2819,0.0,9.87,normal,[],xlm_roberta_mdeberta_v1,
newkey_122398,newkey,0.0,positive,0.309,0.2,15.82,normal,['no_images_suspicious'],xlm_roberta_mdeberta_v1,
newkey_122903,newkey,0.0,positive,0.2562,0.0,8.97,normal,[],xlm_roberta_mdeberta_v1,
newkey_122694,newkey,0.0,positive,0.3051,0.2,15.68,normal,['no_images_suspicious'],xlm_roberta_mdeberta_v1,
newkey_122897,newkey,0.0,positive,0.2977,0.0,10.42,normal,[],xlm_roberta_mdeberta_v1,
newkey_122799,newkey,0.0,positive,0.3671,0.0,12.85,normal,[],xlm_roberta_mdeberta_v1,
newkey_122835,newkey,0.0,positive,0.323,0.45,22.55,suspect,"['external_contact', 'no_images_suspicious']",xlm_roberta_mdeberta_v1,
newkey_122564,newkey,0.0,positive,0.3455,0.2,17.09,normal,['no_images_suspicious'],xlm_roberta_mdeberta_v1,
newkey_122831,newkey,0.0,positive,0.3302,0.0,11.56,normal,[],xlm_roberta_mdeberta_v1,
newkey_123127,newkey,0.0,positive,0.36,0.0,12.6,normal,[],xlm_roberta_mdeberta_v1,
newkey_123100,newkey,0.0,positive,0.3404,0.0,11.91,normal,[],xlm_roberta_mdeberta_v1,
newkey_123111,newkey,0.0,positive,0.355,0.0,12.42,normal,[],xlm_roberta_mdeberta_v1,
newkey_123092,newkey,0.0,positive,0.3272,0.45,22.7,suspect,"['external_contact', 'no_images_suspicious']",xlm_roberta_mdeberta_v1,
newkey_123113,newkey,0.0,positive,0.3684,0.0,12.89,normal,[],xlm_roberta_mdeberta_v1,
newkey_123269,newkey,0.0,positive,0.3156,0.0,11.05,normal,[],xlm_roberta_mdeberta_v1,
newkey_123115,newkey,0.0,positive,0.3741,0.0,13.09,normal,[],xlm_roberta_mdeberta_v1,
newkey_122978,newkey,0.0,positive,0.3111,0.0,10.89,normal,[],xlm_roberta_mdeberta_v1,
newkey_123220,newkey,0.0,positive,0.3969,0.2,18.89,normal,['no_images_suspicious'],xlm_roberta_mdeberta_v1,
newkey_123403,newkey,0.0,positive,0.3331,0.0,11.66,normal,[],xlm_roberta_mdeberta_v1,
newkey_123398,newkey,0.0,positive,0.3035,0.0,10.62,normal,[],xlm_roberta_mdeberta_v1,
newkey_123191,newkey,0.0921,neutral,0.3587,0.2,21.24,suspect,['no_images_suspicious'],xlm_roberta_mdeberta_v1,
newkey_123423,newkey,0.0,positive,0.3315,0.25,17.85,normal,['external_contact'],xlm_roberta_mdeberta_v1,
newkey_123529,newkey,0.0,positive,0.3155,0.25,17.29,normal,['external_contact'],xlm_roberta_mdeberta_v1,
newkey_123564,newkey,0.0,positive,0.2863,0.0,10.02,normal,[],xlm_roberta_mdeberta_v1,
newkey_123566,newkey,0.0,positive,0.2742,0.0,9.6,normal,[],xlm_roberta_mdeberta_v1,
newkey_123524,newkey,0.0,positive,0.3027,0.0,10.59,normal,[],xlm_roberta_mdeberta_v1,
newkey_123445,newkey,0.0,positive,0.3587,0.0,12.55,normal,[],xlm_roberta_mdeberta_v1,
newkey_123408,newkey,0.0,positive,0.2538,0.0,8.88,normal,[],xlm_roberta_mdeberta_v1,
newkey_123567,newkey,0.0,positive,0.3433,0.0,12.02,normal,[],xlm_roberta_mdeberta_v1,
newkey_123626,newkey,0.0,positive,0.3389,0.0,11.86,normal,[],xlm_roberta_mdeberta_v1,
tunisieannonce_0b22a3129925,tunisieannonce,0.0,positive,0.3253,0.25,17.64,normal,['external_contact'],xlm_roberta_mdeberta_v1,
newkey_123794,newkey,0.0,positive,0.2652,0.0,9.28,normal,[],xlm_roberta_mdeberta_v1,
newkey_123621,newkey,0.0,positive,0.3556,0.0,12.45,normal,[],xlm_roberta_mdeberta_v1,
newkey_123639,newkey,0.0,positive,0.3126,0.0,10.94,normal,[],xlm_roberta_mdeberta_v1,
newkey_123862,newkey,0.0,positive,0.3099,0.0,10.85,normal,[],xlm_roberta_mdeberta_v1,
newkey_124029,newkey,0.0,positive,0.3947,0.0,13.81,normal,[],xlm_roberta_mdeberta_v1,
newkey_123992,newkey,0.0,positive,0.3218,0.0,11.26,normal,[],xlm_roberta_mdeberta_v1,
newkey_123960,newkey,0.0,positive,0.3453,0.2,17.09,normal,['no_images_suspicious'],xlm_roberta_mdeberta_v1,
newkey_124047,newkey,0.0,positive,0.4236,0.2,19.83,normal,['no_images_suspicious'],xlm_roberta_mdeberta_v1,
newkey_124027,newkey,0.0,positive,0.3591,0.2,17.57,normal,['no_images_suspicious'],xlm_roberta_mdeberta_v1,
newkey_124048,newkey,0.0,positive,0.2972,0.2,15.4,normal,['no_images_suspicious'],xlm_roberta_mdeberta_v1,
newkey_123954,newkey,0.0,positive,0.3729,0.5,25.55,suspect,"['urgency_detected', 'no_images_suspicious']",xlm_roberta_mdeberta_v1,
tunisieannonce_07d21c505e6e,tunisieannonce,0.0,positive,0.3373,0.2,16.81,normal,['no_images_suspicious'],xlm_roberta_mdeberta_v1,
newkey_123953,newkey,0.0,positive,0.3726,0.25,19.29,normal,['external_contact'],xlm_roberta_mdeberta_v1,
newkey_124138,newkey,0.0,positive,0.3507,0.0,12.27,normal,[],xlm_roberta_mdeberta_v1,
newkey_124117,newkey,0.0,positive,0.2895,0.2,15.13,normal,['no_images_suspicious'],xlm_roberta_mdeberta_v1,
newkey_124051,newkey,0.0,positive,0.3229,0.0,11.3,normal,[],xlm_roberta_mdeberta_v1,
newkey_124112,newkey,0.0,positive,0.3663,0.0,12.82,normal,[],xlm_roberta_mdeberta_v1,
newkey_124149,newkey,0.0,positive,0.3293,0.0,11.53,normal,[],xlm_roberta_mdeberta_v1,
newkey_124108,newkey,0.0,positive,0.3571,0.0,12.5,normal,[],xlm_roberta_mdeberta_v1,
newkey_124059,newkey,0.0,positive,0.335,0.2,16.73,normal,['no_images_suspicious'],xlm_roberta_mdeberta_v1,
newkey_124049,newkey,0.0,positive,0.3798,0.2,18.29,normal,['no_images_suspicious'],xlm_roberta_mdeberta_v1,
newkey_124542,newkey,0.0,positive,0.3361,0.0,11.76,normal,[],xlm_roberta_mdeberta_v1,
newkey_124172,newkey,0.0,positive,0.3424,0.0,11.98,normal,[],xlm_roberta_mdeberta_v1,
newkey_124359,newkey,0.0,positive,0.2991,0.0,10.47,normal,[],xlm_roberta_mdeberta_v1,
newkey_124545,newkey,0.0,positive,0.3382,0.0,11.84,normal,[],xlm_roberta_mdeberta_v1,
newkey_124373,newkey,0.0,positive,0.3911,0.0,13.69,normal,[],xlm_roberta_mdeberta_v1,
newkey_124562,newkey,0.0664,neutral,0.4284,0.45,28.9,suspect,"['external_contact', 'no_images_suspicious']",xlm_roberta_mdeberta_v1,
newkey_124730,newkey,0.0,positive,0.3321,0.0,11.62,normal,[],xlm_roberta_mdeberta_v1,
newkey_124683,newkey,0.0,positive,0.2868,0.0,10.04,normal,[],xlm_roberta_mdeberta_v1,
newkey_124623,newkey,0.0,positive,0.4011,0.2,19.04,normal,['no_images_suspicious'],xlm_roberta_mdeberta_v1,
newkey_124587,newkey,0.0,positive,0.3505,0.0,12.27,normal,[],xlm_roberta_mdeberta_v1,
newkey_124905,newkey,0.0,positive,0.2861,0.0,10.01,normal,[],xlm_roberta_mdeberta_v1,
newkey_124657,newkey,0.0,positive,0.3195,0.25,17.43,normal,['external_contact'],xlm_roberta_mdeberta_v1,
newkey_124559,newkey,0.0,positive,0.4115,0.0,14.4,normal,[],xlm_roberta_mdeberta_v1,
newkey_124665,newkey,0.0,positive,0.3505,0.0,12.27,normal,[],xlm_roberta_mdeberta_v1,
newkey_124741,newkey,0.0802,neutral,0.3656,0.25,22.25,suspect,['external_contact'],xlm_roberta_mdeberta_v1,
newkey_124863,newkey,0.0,positive,0.277,0.0,9.7,normal,[],xlm_roberta_mdeberta_v1,
newkey_124766,newkey,0.0,positive,0.3336,0.0,11.68,normal,[],xlm_roberta_mdeberta_v1,
newkey_124768,newkey,0.0,positive,0.2524,0.2,13.83,normal,['no_images_suspicious'],xlm_roberta_mdeberta_v1,
newkey_124743,newkey,0.0,positive,0.2451,0.2,13.58,normal,['no_images_suspicious'],xlm_roberta_mdeberta_v1,
newkey_124742,newkey,0.0,positive,0.3499,0.0,12.25,normal,[],xlm_roberta_mdeberta_v1,
newkey_124936,newkey,0.0,positive,0.3427,0.2,16.99,normal,['no_images_suspicious'],xlm_roberta_mdeberta_v1,
newkey_125025,newkey,0.0,positive,0.3329,0.25,17.9,normal,['external_contact'],xlm_roberta_mdeberta_v1,
newkey_124951,newkey,0.0,positive,0.314,0.0,10.99,normal,[],xlm_roberta_mdeberta_v1,
newkey_124968,newkey,0.0,positive,0.3574,0.0,12.51,normal,[],xlm_roberta_mdeberta_v1,
newkey_125093,newkey,0.0,positive,0.3122,0.0,10.93,normal,[],xlm_roberta_mdeberta_v1,
newkey_125117,newkey,0.0,positive,0.3914,0.0,13.7,normal,[],xlm_roberta_mdeberta_v1,
newkey_125037,newkey,0.0,positive,0.3311,0.2,16.59,normal,['no_images_suspicious'],xlm_roberta_mdeberta_v1,
newkey_127700,newkey,0.0,positive,0.3326,0.0,11.64,normal,[],xlm_roberta_mdeberta_v1,
newkey_127704,newkey,0.0,positive,0.3203,0.2,16.21,normal,['no_images_suspicious'],xlm_roberta_mdeberta_v1,
newkey_127707,newkey,0.0,positive,0.305,0.0,10.67,normal,[],xlm_roberta_mdeberta_v1,
newkey_127866,newkey,0.0,positive,0.3144,0.2,16.0,normal,['no_images_suspicious'],xlm_roberta_mdeberta_v1,
newkey_127752,newkey,0.0,positive,0.338,0.0,11.83,normal,[],xlm_roberta_mdeberta_v1,
newkey_127779,newkey,0.0,positive,0.3394,0.0,11.88,normal,[],xlm_roberta_mdeberta_v1,
newkey_127869,newkey,0.0,positive,0.0753,0.2,7.64,normal,['no_images_suspicious'],xlm_roberta_mdeberta_v1,
newkey_127870,newkey,0.0,positive,0.2323,0.0,8.13,normal,[],xlm_roberta_mdeberta_v1,
newkey_127778,newkey,0.0,positive,0.351,0.0,12.28,normal,[],xlm_roberta_mdeberta_v1,
newkey_128037,newkey,0.0,positive,0.2869,0.2,15.04,normal,['no_images_suspicious'],xlm_roberta_mdeberta_v1,
newkey_127895,newkey,0.0,positive,0.3423,0.25,18.23,normal,['external_contact'],xlm_roberta_mdeberta_v1,
newkey_127952,newkey,0.0,positive,0.3172,0.0,11.1,normal,[],xlm_roberta_mdeberta_v1,
newkey_127868,newkey,0.0,positive,0.3139,0.2,15.99,normal,['no_images_suspicious'],xlm_roberta_mdeberta_v1,
newkey_128187,newkey,0.0,positive,0.3324,0.0,11.63,normal,[],xlm_roberta_mdeberta_v1,
newkey_128134,newkey,0.0,positive,0.3124,0.25,17.18,normal,['external_contact'],xlm_roberta_mdeberta_v1,
newkey_128096,newkey,0.0,positive,0.3075,0.0,10.76,normal,[],xlm_roberta_mdeberta_v1,
newkey_128002,newkey,0.0,positive,0.3172,0.0,11.1,normal,[],xlm_roberta_mdeberta_v1,
newkey_128133,newkey,0.0,positive,0.3256,0.0,11.4,normal,[],xlm_roberta_mdeberta_v1,
newkey_128097,newkey,0.0,positive,0.279,0.0,9.77,normal,[],xlm_roberta_mdeberta_v1,
newkey_127981,newkey,0.0,positive,0.3469,0.0,12.14,normal,[],xlm_roberta_mdeberta_v1,
newkey_128486,newkey,0.0,positive,0.3326,0.0,11.64,normal,[],xlm_roberta_mdeberta_v1,
newkey_128307,newkey,0.0,positive,0.2042,0.0,7.15,normal,[],xlm_roberta_mdeberta_v1,
newkey_128204,newkey,0.0,positive,0.2913,0.0,10.2,normal,[],xlm_roberta_mdeberta_v1,
newkey_128521,newkey,0.0,positive,0.2911,0.0,10.19,normal,[],xlm_roberta_mdeberta_v1,
newkey_128670,newkey,0.0,positive,0.3682,0.0,12.89,normal,[],xlm_roberta_mdeberta_v1,
newkey_128646,newkey,0.0,positive,0.328,0.2,16.48,normal,['no_images_suspicious'],xlm_roberta_mdeberta_v1,
newkey_128666,newkey,0.0,positive,0.342,0.25,18.22,normal,['external_contact'],xlm_roberta_mdeberta_v1,
newkey_128624,newkey,0.0,positive,0.3114,0.25,17.15,normal,['external_contact'],xlm_roberta_mdeberta_v1,
newkey_128545,newkey,0.0,positive,0.3375,0.0,11.81,normal,[],xlm_roberta_mdeberta_v1,
newkey_129123,newkey,0.0,positive,0.2772,0.0,9.7,normal,[],xlm_roberta_mdeberta_v1,
newkey_129011,newkey,0.0,positive,0.3026,0.2,15.59,normal,['no_images_suspicious'],xlm_roberta_mdeberta_v1,
newkey_128919,newkey,0.0,positive,0.3254,0.25,17.64,normal,['external_contact'],xlm_roberta_mdeberta_v1,
newkey_129055,newkey,0.0,positive,0.263,0.2,14.21,normal,['no_images_suspicious'],xlm_roberta_mdeberta_v1,
newkey_128906,newkey,0.0,positive,0.3292,0.0,11.52,normal,[],xlm_roberta_mdeberta_v1,
tunisieannonce_10df09937a99,tunisieannonce,0.0,positive,0.3283,0.55,25.24,suspect,"['urgency_detected', 'external_contact']",xlm_roberta_mdeberta_v1,
newkey_128977,newkey,0.0,positive,0.3237,0.25,17.58,normal,['external_contact'],xlm_roberta_mdeberta_v1,
newkey_129173,newkey,0.0,positive,0.32,0.0,11.2,normal,[],xlm_roberta_mdeberta_v1,
newkey_129152,newkey,0.0,positive,0.2594,0.2,14.08,normal,['no_images_suspicious'],xlm_roberta_mdeberta_v1,
newkey_129231,newkey,0.0,positive,0.291,0.2,15.18,normal,['no_images_suspicious'],xlm_roberta_mdeberta_v1,
newkey_129182,newkey,0.0,positive,0.3657,0.0,12.8,normal,[],xlm_roberta_mdeberta_v1,
newkey_129211,newkey,0.0,positive,0.3659,0.0,12.81,normal,[],xlm_roberta_mdeberta_v1,
newkey_129221,newkey,0.0,positive,0.3215,0.0,11.25,normal,[],xlm_roberta_mdeberta_v1,
newkey_129232,newkey,0.0,positive,0.4043,0.2,19.15,normal,['no_images_suspicious'],xlm_roberta_mdeberta_v1,
newkey_129246,newkey,0.0,positive,0.2446,0.0,8.56,normal,[],xlm_roberta_mdeberta_v1,
newkey_129377,newkey,0.0,positive,0.2043,0.0,7.15,normal,[],xlm_roberta_mdeberta_v1,
newkey_129301,newkey,0.0,positive,0.3701,0.0,12.95,normal,[],xlm_roberta_mdeberta_v1,
newkey_129349,newkey,0.0,positive,0.3046,0.25,16.91,normal,['external_contact'],xlm_roberta_mdeberta_v1,
newkey_129408,newkey,0.0,positive,0.3265,0.0,11.43,normal,[],xlm_roberta_mdeberta_v1,
tunisieannonce_0b2f19989bcf,tunisieannonce,0.0792,neutral,0.3357,0.0,14.92,normal,[],xlm_roberta_mdeberta_v1,
44766,tecnocasa,0.0,positive,0.3787,0.2,18.25,normal,['no_images_suspicious'],xlm_roberta_mdeberta_v1,
