"id","title","subtitle","price","transaction_type","property_type","location_details","municipality","surface","rooms","bedrooms","bathrooms","features","poi","description","url","image_path","images_folder","images_count","scraped_at","last_updated"
735,"Terrain à vendre à Radès. Superficie 480 m²","Tunisie","Prix à consulter","sale","land","{""raw"": ""Tunisie"", ""city"": ""Tunisie"", ""zone"": ""grand_tunis"", ""district"": """", ""municipality"": ""Tunisie""}","Tunisie","480",NULL,NULL,NULL,"{}","{}","Vous rêvez de bâtir votre propriété personnelle et personnalisée ... votre rêve est enfin réalisable. Immobilière khairi met à votre disposition des lots de terrain a rades viabilisés et approuvés avec certificats de propriété individuelle et R2 pour les constructions. Les superficies proposées sont de 148 m² à 480 m² pour le prix imbattable a partir de 800 DT TTC/m² selon l'emplacement du terrain en question. Localisation lotissement RADES : https://www.google.com/maps?q36.7810309,10.2759664 Nous serons heureux de vous accueillir sur place ou dans nos bureaux pour plus d'informations.","https://www.mubawab.tn/fr/pa/7981279/terrain-%C3%A0-vendre-%C3%A0-rad%C3%A8s-superficie-480-m%C2%B2","media\land\735\image_001.jpg","media\land\735",1,"2026-02-18 16:13:09.386924","Unknown"
736,"Beau terrain à la vente à La Soukra. Surface totale 769 m²","Tunisie","Prix à consulter","sale","land","{""raw"": ""Tunisie"", ""city"": ""Tunisie"", ""zone"": ""grand_tunis"", ""district"": """", ""municipality"": ""Tunisie""}","Tunisie","769",NULL,NULL,NULL,"{}","{}","Vous rêvez de bâtir votre propriété personnelle et personnalisée …Votre rêve est enfin réalisable. Immobilière Jabouza met à votre disposition des lots de terrain à la Soukra viabilisés et approuvés avec certificats de propriété individuelle et R2 pour les constructions du type individuel isolé. Les superficies proposées sont de 590m² à 790m²pour le prix imbattable à partir de 1500 DT TTC / m² Localisation Lotissement  La Soukra : https://maps.app.goo.gl/3M6xcyz9i2VgibLp7 Nous serons heureux de vous accueillir sur place ou dans nos bureaux pour plus d’informations.","https://www.mubawab.tn/fr/pa/7976808/beau-terrain-%C3%A0-la-vente-%C3%A0-la-soukra-surface-totale-769-m%C2%B2","media\land\736\image_001.jpg","media\land\736",1,"2026-02-18 16:13:16.908557","Unknown"
142,"Appartement S3 à vendre Sahloul Sousse","Tunisie","280000 TND","sale","apartment","{""raw"": ""Tunisie"", ""city"": ""Tunisie"", ""zone"": ""grand_tunis"", ""district"": """", ""municipality"": ""Tunisie""}","Tunisie","145",3,NULL,NULL,"{}","{}","À Vendre – Appartement S3 à Sahloul L’agence 1000 IMMOBILIER vous propose un spacieux appartement S3 d’une superficie de 145 m², situé au 4ᵉ étage avec ascenseur, dans un quartier recherché à Sahloul. Caractéristiques : Grand salon lumineux 3 chambres à coucher Salle de bain Cuisine Climatisation Grande terrasse Prix : 280 000 DT Pour plus d’informations ou pour organiser une visite gratuite, contactez-nous au : 55 66 44 94 / 56 36 25 25 Adresse : Rue du Commandant Bejaoui, Sousse.","https://www.mubawab.tn/fr/a/8301465/appartement-s3-%C3%A0-vendre-sahloul-sousse","media\apartment\142\image_001.jpg","media\apartment\142",10,"2026-02-18 09:48:01.403907","Unknown"
143,"A vendre un appartement en s2","Tunisie","360000 TND","sale","apartment","{""raw"": ""Tunisie"", ""city"": ""Tunisie"", ""zone"": ""grand_tunis"", ""district"": """", ""municipality"": ""Tunisie""}","Tunisie",NULL,2,NULL,NULL,"{}","{}","Cet appartement est situé dans une résidence bien entretenue à la Nouvelle soukra. Il se compose d’un salon ouvrant sur un balcon. La cuisine moderne est aménagée et équipée d’une plaque chauffante, d’une hotte aspirante et d’un four électrique. Elle est complétée par un séchoir fonctionnel. La partie nuit comprend deux chambres à coucher , chacune disposant d’un dressing, ainsi qu’une salle de bain commune. L’appartement est doté du chauffage central et de la climatisation en système Split. Une place de parking au sous-sol est réservée pour les futures propriétaires. Cette résidence dispose d’une piscine et d’une salle de sport, offrant  un cadre de vie confortable et agréable.","https://www.mubawab.tn/fr/a/8295248/a-vendre-un-appartement-en-s2","media\apartment\143\image_001.jpg","media\apartment\143",11,"2026-02-18 09:48:12.299792","Unknown"
144,"S3 à vendre à la Nouvelle Soukra","Tunisie","420000 TND","sale","apartment","{""raw"": ""Tunisie"", ""city"": ""Tunisie"", ""zone"": ""grand_tunis"", ""district"": """", ""municipality"": ""Tunisie""}","Tunisie",NULL,3,NULL,NULL,"{}","{}","Cet appartement est situé au dernier étage d’une résidence sécurisée et récemment construite à la Nouvelle Soukra. Dès l’entrée, vous découvrez un salon baigné de lumière naturelle grâce à sa bonne orientation. Dans la continuité, une cuisine moderne, aménagée et équipée d’une plaque chauffante et d’une hotte aspirante, est complétée par un séchoir fonctionnel. Une salle d’eau pour les invités a également été pensé. La partie nuit se compose d’une suite parentale ainsi que de deux autres chambres à coucher. L’un des atouts majeurs de cet appartement réside dans ses nombreux placards, offrant des espaces de rangement pratiques. L’appartement est équipé du chauffage central et de la climatisation en système split. Une place de parking est disponible au sous-sol.","https://www.mubawab.tn/fr/a/8283678/s3-%C3%A0-vendre-%C3%A0-la-nouvelle-soukra","media\apartment\144\image_001.jpg","media\apartment\144",12,"2026-02-18 09:48:24.094917","Unknown"
236,"A vendre s1 aux jardins de carthage","Tunisie","335000 TND","sale","apartment","{""raw"": ""Tunisie"", ""city"": ""Tunisie"", ""zone"": ""grand_tunis"", ""district"": """", ""municipality"": ""Tunisie""}","Tunisie",NULL,1,NULL,NULL,"{}","{}","L'agence Immobilière la cible immo vous propose à la vente un s1 aux jardins de carthage dans une résidence sécurisée. Il est composé d'un salon,  une cuisine américaine,  une chambre à coucher et une salle d'eau avec cabine de douche. Une place de parking et un cellier sont disponible au sous-sol .","https://www.mubawab.tn/fr/a/8296831/a-vendre-s1-aux-jardins-de-carthage","media\apartment\236\image_001.jpg","media\apartment\236",13,"2026-02-18 10:10:54.65467","Unknown"
237,"A vendre s1 à chotrana","Tunisie","225000 TND","sale","apartment","{""raw"": ""Tunisie"", ""city"": ""Tunisie"", ""zone"": ""grand_tunis"", ""district"": """", ""municipality"": ""Tunisie""}","Tunisie",NULL,1,NULL,NULL,"{}","{}","L'agence Immobilière la cible immo vous propose à la vente un s1 direct promoteur dans une résidence composée de deux étages uniquement. Il est composé d'un salon,  une cuisine américaine,  une salle d'eau avec cabine de douche et une chambre à coucher avec dressing. Y compris une place de parking","https://www.mubawab.tn/fr/a/8297647/a-vendre-s1-%C3%A0-chotrana","media\apartment\237\image_001.jpg","media\apartment\237",5,"2026-02-18 10:11:08.876004","Unknown"
238,"À vendre s2 aux jardins de carthage","Tunisie","435000 TND","sale","apartment","{""raw"": ""Tunisie"", ""city"": ""Tunisie"", ""zone"": ""grand_tunis"", ""district"": """", ""municipality"": ""Tunisie""}","Tunisie",NULL,2,NULL,NULL,"{}","{}","L'agence Immobilière la cible immo vous propose à la vente un s2 aux jardins de carthage dans une résidence sécurisée et proche de toutes commodités. Il est composé d'un spacieux salon salle à manger avec balcon,  une cuisine indépendante équipée avec balcon également,  une salle de bain,  une chambre à coucher et une suite parentale ( salle d'eau avec cabine de douche). Une place de parking au sous-sol est disponible","https://www.mubawab.tn/fr/a/8302180/%C3%A0-vendre-s2-aux-jardins-de-carthage","media\apartment\238\image_001.jpg","media\apartment\238",22,"2026-02-18 10:11:18.710232","Unknown"
616,"Terrain à vendre clôturé avec PB à Houmet souk","Tunisie","310000 TND","sale","land","{""raw"": ""Tunisie"", ""city"": ""Tunisie"", ""zone"": ""grand_tunis"", ""district"": """", ""municipality"": ""Tunisie""}","Tunisie","1473",NULL,NULL,NULL,"{}","{}","Notre agence Yadir Immobilier vous propose un terrain clôturé  à Souani Houmet Souk . Zone agricole Surface terrain: 1473m² Permis de construire Compteur d'eau installé terrain clôturé Titre bleu en cours","https://www.mubawab.tn/fr/a/8245810/terrain-%C3%A0-vendre-cl%C3%B4tur%C3%A9-avec-pb-%C3%A0-houmet-souk","media\land\616\image_001.jpg","media\land\616",2,"2026-02-18 15:53:40.169604","Unknown"
617,"Achat de terrain à Cité Bou Akroucha","Tunisie","49000 TND","sale","land","{""raw"": ""Tunisie"", ""city"": ""Tunisie"", ""zone"": ""grand_tunis"", ""district"": """", ""municipality"": ""Tunisie""}","Tunisie","117",NULL,NULL,NULL,"{}","{}","Lots de Terrains viabilisés à vendre à partir de 117m² jusqu'à  256m² à Mohamedia.","https://www.mubawab.tn/fr/pa/7936878/achat-de-terrain-%C3%A0-cit%C3%A9-bou-akroucha","media\land\617\image_001.jpg","media\land\617",2,"2026-02-18 15:53:50.262211","Unknown"
145,"À vendre un appartement s1 de 62m","Tunisie","255000 TND","sale","apartment","{""raw"": ""Tunisie"", ""city"": ""Tunisie"", ""zone"": ""grand_tunis"", ""district"": """", ""municipality"": ""Tunisie""}","Tunisie","62",1,NULL,NULL,"{}","{}","Notre agence met à la vente un charmant appartement S1 ( meublé) ,  de 62 m² situé dans une résidence sécurisée avec piscine collective, à Cité El Wafa ,Mrezga, Nabeul. L’appartement se compose de : Un salon ouvrant sur un balcon Une kitchenette entièrement équipée Une chambres à coucher qui s'ouvre sur un petit balcon Une salle de douche Une place de parking au sous sol Confort garanti : toutes les pièces sont chauffées et climatisées. TITRE INDIVIDEUEL Pour plus d’informations ou pour fixer un rendez-vous, merci de nous contacter au : 26 179 301 / whatsapp 216 50 043 750","https://www.mubawab.tn/fr/a/8294092/%C3%A0-vendre-un-appartement-s1-de-62m","media\apartment\145\image_001.jpg","media\apartment\145",11,"2026-02-18 09:48:36.09866","Unknown"
146,"À louer un appartement s1 meublé","Tunisie","Prix à consulter","sale","apartment","{""raw"": ""Tunisie"", ""city"": ""Tunisie"", ""zone"": ""grand_tunis"", ""district"": """", ""municipality"": ""Tunisie""}","Tunisie",NULL,1,NULL,NULL,"{}","{}","Chez Al D Art Immo Notre agence met pour la location annuelle un appartement S1 , situé dans une résidence sécurisée avec piscine collective, à Cité El Wafa ,Mrezga, Nabeul. L’appartement se compose de : Un salon lumineux ouvrant sur un balcon Une cuisine entièrement équipée et aménagée Une chambre à coucher avec dressing Une salle de douche Confort garanti : toutes les pièces sont chauffées et climatisées. Une place de parking sous sol Pour plus d'informations ne hésitez pas à nous contacter aux : 26 179 301 / Ou sur WhatsApp : 50 043 750 Aldartimmo@gmail.com","https://www.mubawab.tn/fr/a/8304295/%C3%A0-louer-un-appartement-s1-meubl%C3%A9","media\apartment\146\image_001.jpg","media\apartment\146",6,"2026-02-18 09:48:48.794351","Unknown"
147,"S3 jamais habité en vente à kantaoui","Tunisie","400000 TND","sale","apartment","{""raw"": ""Tunisie"", ""city"": ""Tunisie"", ""zone"": ""grand_tunis"", ""district"": """", ""municipality"": ""Tunisie""}","Tunisie",NULL,3,NULL,NULL,"{}","{}","Cet appartement de type S3, jamais habité, est situé au premier étage d’un immeuble récent en R2, à deux pas de la route principale et à proximité de la mer. La cuisine indépendante, moderne et bien agencée, est entièrement équipée et s’ouvre sur un séchoir, offrant un espace pratique et fonctionnel. Dès l’entrée, vous serez accueilli par un salon lumineux équipé d’un dressing pour plus de rangement. Un couloir mène à la partie nuit, qui se compose de trois chambres à coucher, dont deux bénéficient d’un balcon ainsi que d’un point d’eau. Une salle d’eau avec cabine de douche complète cette partie.","https://www.mubawab.tn/fr/a/8301994/s3-jamais-habit%C3%A9-en-vente-%C3%A0-kantaoui","media\apartment\147\image_001.jpg","media\apartment\147",12,"2026-02-18 09:48:59.298481","Unknown"
148,"Appartement à vendre à Qasr Saïd","Tunisie","Prix à consulter","sale","apartment","{""raw"": ""Tunisie"", ""city"": ""Tunisie"", ""zone"": ""grand_tunis"", ""district"": """", ""municipality"": ""Tunisie""}","Tunisie",NULL,NULL,NULL,NULL,"{}","{}","Appartement à vendre à Qasr Saïd.","https://www.mubawab.tn/fr/a/8304745/appartement-%C3%A0-vendre-%C3%A0-qasr-sa%C3%AFd","media\apartment\148\image_001.jpg","media\apartment\148",14,"2026-02-18 09:49:12.472137","Unknown"
149,"A vendre un duplex de haut standing à la soukra","Tunisie","835000 TND","sale","apartment","{""raw"": ""Tunisie"", ""city"": ""Tunisie"", ""zone"": ""grand_tunis"", ""district"": """", ""municipality"": ""Tunisie""}","Tunisie","226",3,"rangement",NULL,"{}","{}","Emplacement : La Soukra Superficie : 226 m² Superficie terrasse et jardin : 60 m². Typologie : S3. Composition : Rez-de-chaussée : Salon, séjour, cuisine équipée de plaque, hotte, four et micro-ondes, salle d’eau invités et une chambre de service A L'étage : Deux chambres à coucher avec dressing dont une avec balcon qui partagent une salle de bain et un suite parentale avec dressing et salle de bain. Climatisation central. Chauffage central. Jardin piscinable de 60m2. Place de parking abritée.","https://www.mubawab.tn/fr/a/8277990/a-vendre-un-duplex-de-haut-standing-%C3%A0-la-soukra","media\apartment\149\image_001.jpg","media\apartment\149",11,"2026-02-18 09:49:25.330726","Unknown"
150,"À vendre – s3 à taieb mhiri, aouina","Tunisie","Prix à consulter","sale","apartment","{""raw"": ""Tunisie"", ""city"": ""Tunisie"", ""zone"": ""grand_tunis"", ""district"": """", ""municipality"": ""Tunisie""}","Tunisie","136",3,NULL,NULL,"{}","{}","À VENDRE – S3 À TAIEB MHIRI . Emplacement : taieb mhiri . Les superficie disponible  : 136m2  . Prix : 280.000DT. Découvrez ce magnifique S3 situé au 3éme étage  dans une résidence avec emplacement stratégique !! L’appartement offre : -Un salon lumineux -trois chambres a coucher . -Une cuisine . -Une salle de bain . -Chauffage central . - Remise des clés immédiates . Frais d’enregistrement 6% . Contactez nous par message direct ou : Téléphone / WhatsApp :(216 55 525 488)(216 55 24 25 25)/(216 55 26 30 02). Email: alfacasaimmobiliere@gmail.com Nous serons à votre disposition pour de plus amples informations","https://www.mubawab.tn/fr/a/8304726/%C3%A0-vendre-%E2%80%93-s3-%C3%A0-taieb-mhiri-aouina","media\apartment\150\image_001.jpg","media\apartment\150",9,"2026-02-18 09:49:36.364189","Unknown"
151,"S1 neuf pied dans l'eau en vente","Tunisie","236000 TND","sale","apartment","{""raw"": ""Tunisie"", ""city"": ""Tunisie"", ""zone"": ""grand_tunis"", ""district"": """", ""municipality"": ""Tunisie""}","Tunisie",NULL,1,NULL,NULL,"{}","{}","Ce projet, situé en bord de mer dans un quartier très prisé. Il se compose de plusieurs types de logements (S1 et S2), avec diverses options architecturales disponibles. À l'entrée, vous découvrirez un salon lumineux offrant une vue dégagée ainsi qu'une vue latérale sur la mer. La cuisine ouverte est entièrement équipée. L'espace nuit comprend une chambre à coucher avec un dressing, ainsi qu'une salle d'eau moderne dotée d'une cabine de douche.","https://www.mubawab.tn/fr/a/8057857/s1-neuf-pied-dans-l-eau-en-vente","media\apartment\151\image_001.jpg","media\apartment\151",8,"2026-02-18 09:49:47.281927","Unknown"
